# frequency/Hz 	 PSD/[1/Hz]
0.000000000000000000e+00 5.958480923112976731e-39
4.166666666666666435e-02 1.996665933980020727e-39
8.333333333333332871e-02 1.991189514524313842e-39
1.250000000000000000e-01 5.958453643354926421e-39
1.666666666666666574e-01 2.002080862422967957e-39
2.083333333333333148e-01 1.985652924344426971e-39
2.500000000000000000e-01 5.958371813769959965e-39
2.916666666666666297e-01 2.007432991173421711e-39
3.333333333333333148e-01 1.980057494630744750e-39
3.750000000000000000e-01 5.958235463824992467e-39
4.166666666666666297e-01 2.012721023908142199e-39
4.583333333333333148e-01 1.974404566742311096e-39
5.000000000000000000e-01 5.958044642720401996e-39
5.416666666666666297e-01 2.017943677416650787e-39
5.833333333333332593e-01 1.968695491541035420e-39
6.250000000000000000e-01 5.957799419172220144e-39
6.666666666666666297e-01 2.023099682303580163e-39
7.083333333333332593e-01 1.962931628694435139e-39
7.500000000000000000e-01 5.957499882008380415e-39
7.916666666666666297e-01 2.028187783821484267e-39
8.333333333333332593e-01 1.957114345984516531e-39
8.750000000000000000e-01 5.957146139981796965e-39
9.166666666666666297e-01 2.033206742605076315e-39
9.583333333333332593e-01 1.951245018689349450e-39
1.000000000000000000e+00 5.956738322003918298e-39
1.041666666666666519e+00 2.038155335452522429e-39
1.083333333333333259e+00 1.945325028910550194e-39
1.125000000000000000e+00 5.956276577536280774e-39
1.166666666666666519e+00 2.043032356140209417e-39
1.208333333333333259e+00 1.939355764973917608e-39
1.250000000000000000e+00 5.955761076461255372e-39
1.291666666666666519e+00 2.047836616200265151e-39
1.333333333333333259e+00 1.933338620786320611e-39
1.375000000000000000e+00 5.955192009897360999e-39
1.416666666666666519e+00 2.052566945728372006e-39
1.458333333333333259e+00 1.927274995286451244e-39
1.500000000000000000e+00 5.954569590123430007e-39
1.541666666666666519e+00 2.057222194206993074e-39
1.583333333333333259e+00 1.921166291832160251e-39
1.625000000000000000e+00 5.953894050915063334e-39
1.666666666666666519e+00 2.061801231297136947e-39
1.708333333333333259e+00 1.915013917652659064e-39
1.750000000000000000e+00 5.953165648285200356e-39
1.791666666666666519e+00 2.066302947664281163e-39
1.833333333333333259e+00 1.908819283305022310e-39
1.875000000000000000e+00 5.952384660580337116e-39
1.916666666666666519e+00 2.070726255823981848e-39
1.958333333333333259e+00 1.902583802163629386e-39
2.000000000000000000e+00 5.951551389150245724e-39
2.041666666666666519e+00 2.075070090920890659e-39
2.083333333333333037e+00 1.896308889890820015e-39
2.125000000000000000e+00 5.950666158666159951e-39
2.166666666666666519e+00 2.079333411610016083e-39
2.208333333333333037e+00 1.889995963967536605e-39
2.250000000000000000e+00 5.949729317942505512e-39
2.291666666666666519e+00 2.083515200832743958e-39
2.333333333333333037e+00 1.883646443217761359e-39
2.375000000000000000e+00 5.948741240329848685e-39
2.416666666666666519e+00 2.087614466674106205e-39
2.458333333333333037e+00 1.877261747368287263e-39
2.500000000000000000e+00 5.947702324410748252e-39
2.541666666666666519e+00 2.091630243187891873e-39
2.583333333333333037e+00 1.870843296605779116e-39
2.625000000000000000e+00 5.946612994790181290e-39
2.666666666666666519e+00 2.095561591213112154e-39
2.708333333333333037e+00 1.864392511178375303e-39
2.750000000000000000e+00 5.945473702649465827e-39
2.791666666666666519e+00 2.099407599193423656e-39
2.833333333333333037e+00 1.857910811004028259e-39
2.875000000000000000e+00 5.944284926686884786e-39
2.916666666666666519e+00 2.103167384028762521e-39
2.958333333333333037e+00 1.851399615304660985e-39
3.000000000000000000e+00 5.943047173959809154e-39
3.041666666666666519e+00 2.106840091850747662e-39
3.083333333333333037e+00 1.844860342235711814e-39
3.125000000000000000e+00 5.941760980682188065e-39
3.166666666666666519e+00 2.110424898856307010e-39
3.208333333333333037e+00 1.838294408602936197e-39
3.250000000000000000e+00 5.940426913215524609e-39
3.291666666666666519e+00 2.113921012136911569e-39
3.333333333333333037e+00 1.831703229530759732e-39
3.375000000000000000e+00 5.939045569229698778e-39
3.416666666666666519e+00 2.117327670410084887e-39
3.458333333333333037e+00 1.825088218178981093e-39
3.500000000000000000e+00 5.937617578495784134e-39
3.541666666666666519e+00 2.120644144900594857e-39
3.583333333333333037e+00 1.818450785472357868e-39
3.625000000000000000e+00 5.936143604316817386e-39
3.666666666666666519e+00 2.123869740074143286e-39
3.708333333333333037e+00 1.811792339899223262e-39
3.750000000000000000e+00 5.934624344589969183e-39
3.791666666666666519e+00 2.127003794413167501e-39
3.833333333333333037e+00 1.805114287250661852e-39
3.875000000000000000e+00 5.933060533183302438e-39
3.916666666666666519e+00 2.130045681219912834e-39
3.958333333333333037e+00 1.798418030446539743e-39
4.000000000000000000e+00 5.931452941005371529e-39
4.041666666666666075e+00 2.132994809329142034e-39
4.083333333333333037e+00 1.791704969380848658e-39
4.125000000000000000e+00 5.929802378078430289e-39
4.166666666666666075e+00 2.135850623920152317e-39
4.208333333333333037e+00 1.784976500730146487e-39
4.250000000000000000e+00 5.928109694307242072e-39
4.291666666666666075e+00 2.138612607171408258e-39
4.333333333333333037e+00 1.778234017887665093e-39
4.375000000000000000e+00 5.926375781603313012e-39
4.416666666666666075e+00 2.141280279060213294e-39
4.458333333333333037e+00 1.771478910813210033e-39
4.500000000000000000e+00 5.924601575661866856e-39
4.541666666666666075e+00 2.143853198039754101e-39
4.583333333333333037e+00 1.764712565969084681e-39
4.625000000000000000e+00 5.922788057086603861e-39
4.666666666666666075e+00 2.146330961740398236e-39
4.708333333333333037e+00 1.757936366324613569e-39
4.750000000000000000e+00 5.920936254233886558e-39
4.791666666666666075e+00 2.148713207652073280e-39
4.833333333333333037e+00 1.751151691209952077e-39
4.875000000000000000e+00 5.919047244508358529e-39
4.916666666666666075e+00 2.150999613816070486e-39
4.958333333333333037e+00 1.744359916466155055e-39
5.000000000000000000e+00 5.917122157039844860e-39
5.041666666666666075e+00 2.153189899450065190e-39
5.083333333333333037e+00 1.737562414343116499e-39
5.125000000000000000e+00 5.915162174515780305e-39
5.166666666666666075e+00 2.155283825607464899e-39
5.208333333333333037e+00 1.730760553628288680e-39
5.250000000000000000e+00 5.913168535774148646e-39
5.291666666666666075e+00 2.157281195819705778e-39
5.333333333333333037e+00 1.723955699676148791e-39
5.375000000000000000e+00 5.911142538361392905e-39
5.416666666666666075e+00 2.159181856646063379e-39
5.458333333333333037e+00 1.717149214575048373e-39
5.500000000000000000e+00 5.909085541329849917e-39
5.541666666666666075e+00 2.160985698334164849e-39
5.583333333333333037e+00 1.710342457207237629e-39
5.625000000000000000e+00 5.906998967725627056e-39
5.666666666666666075e+00 2.162692655327007689e-39
5.708333333333333037e+00 1.703536783466234087e-39
5.750000000000000000e+00 5.904884307971073422e-39
5.791666666666666075e+00 2.164302706897136484e-39
5.833333333333333037e+00 1.696733546427612655e-39
5.875000000000000000e+00 5.902743122974742554e-39
5.916666666666666075e+00 2.165815877590416780e-39
5.958333333333333037e+00 1.689934096566809842e-39
6.000000000000000000e+00 5.900577047259166625e-39
6.041666666666666075e+00 2.167232237826507966e-39
6.083333333333333037e+00 1.683139782033175781e-39
6.125000000000000000e+00 5.898387792996083844e-39
6.166666666666666075e+00 2.168551904350574859e-39
6.208333333333333037e+00 1.676351948872943881e-39
6.250000000000000000e+00 5.896177153320664082e-39
6.291666666666666075e+00 2.169775040765720902e-39
6.333333333333333037e+00 1.669571941440911311e-39
6.375000000000000000e+00 5.893947006750177527e-39
6.416666666666666075e+00 2.170901857910853867e-39
6.458333333333333037e+00 1.662801102643207074e-39
6.500000000000000000e+00 5.891699321292378574e-39
6.541666666666666075e+00 2.171932614415602311e-39
6.583333333333333037e+00 1.656040774408770706e-39
6.625000000000000000e+00 5.889436158935800132e-39
6.666666666666666075e+00 2.172867617018181430e-39
6.708333333333333037e+00 1.649292298047441740e-39
6.750000000000000000e+00 5.887159680635268945e-39
6.791666666666666075e+00 2.173707221052769678e-39
6.833333333333333037e+00 1.642557014719443283e-39
6.875000000000000000e+00 5.884872151246624033e-39
6.916666666666666075e+00 2.174451830806905243e-39
6.958333333333333037e+00 1.635836265944113680e-39
7.000000000000000000e+00 5.882575945063370971e-39
7.041666666666666075e+00 2.175101899892468202e-39
7.083333333333333037e+00 1.629131394116807855e-39
7.125000000000000000e+00 5.880273551697418087e-39
7.166666666666666075e+00 2.175657931584744473e-39
7.208333333333333037e+00 1.622443743068442822e-39
7.250000000000000000e+00 5.877967582032349250e-39
7.291666666666666075e+00 2.176120479169259783e-39
7.333333333333333037e+00 1.615774658703726619e-39
7.375000000000000000e+00 5.875660774863407302e-39
7.416666666666666075e+00 2.176490146250398831e-39
7.458333333333333037e+00 1.609125489653666246e-39
7.500000000000000000e+00 5.873356003944715868e-39
7.541666666666666075e+00 2.176767587047070101e-39
7.583333333333333037e+00 1.602497587949977455e-39
7.625000000000000000e+00 5.871056285294257219e-39
7.666666666666666075e+00 2.176953506707120474e-39
7.708333333333333037e+00 1.595892309836013702e-39
7.750000000000000000e+00 5.868764785189179709e-39
7.791666666666666075e+00 2.177048661460956565e-39
7.833333333333333037e+00 1.589311016508973852e-39
7.875000000000000000e+00 5.866484828634109532e-39
7.916666666666666075e+00 2.177053858994101098e-39
7.958333333333333037e+00 1.582755075022571038e-39
8.000000000000000000e+00 5.864219908260131262e-39
8.041666666666666075e+00 2.176969958590829875e-39
8.083333333333332149e+00 1.576225859177423505e-39
8.125000000000000000e+00 5.861973694147543353e-39
8.166666666666666075e+00 2.176797871390495189e-39
8.208333333333332149e+00 1.569724750497274418e-39
8.250000000000000000e+00 5.859750043912641811e-39
8.291666666666666075e+00 2.176538560559812794e-39
8.333333333333332149e+00 1.563253139277539120e-39
8.375000000000000000e+00 5.857553013824212570e-39
8.416666666666666075e+00 2.176193041468285899e-39
8.458333333333332149e+00 1.556812425660428327e-39
8.500000000000000000e+00 5.855386870585373284e-39
8.541666666666666075e+00 2.175762381903996337e-39
8.583333333333332149e+00 1.550404020838387192e-39
8.625000000000000000e+00 5.853256103907591636e-39
8.666666666666666075e+00 2.175247702161380679e-39
8.708333333333332149e+00 1.544029348279501805e-39
8.750000000000000000e+00 5.851165439951862462e-39
8.791666666666666075e+00 2.174650175215138729e-39
8.833333333333332149e+00 1.537689845049779065e-39
8.875000000000000000e+00 5.849119855960887355e-39
8.916666666666666075e+00 2.173971026890184430e-39
8.958333333333332149e+00 1.531386963237777900e-39
9.000000000000000000e+00 5.847124595768837252e-39
9.041666666666666075e+00 2.173211535904701781e-39
9.083333333333332149e+00 1.525122171444015233e-39
9.125000000000000000e+00 5.845185186283436931e-39
9.166666666666666075e+00 2.172373034053720244e-39
9.208333333333332149e+00 1.518896956383625135e-39
9.250000000000000000e+00 5.843307455771265852e-39
9.291666666666666075e+00 2.171456906262130563e-39
9.333333333333332149e+00 1.512712824578456404e-39
9.375000000000000000e+00 5.841497552963873782e-39
9.416666666666666075e+00 2.170464590707156573e-39
9.458333333333332149e+00 1.506571304164872606e-39
9.500000000000000000e+00 5.839761967745919950e-39
9.541666666666666075e+00 2.169397578894526053e-39
9.583333333333332149e+00 1.500473946830955754e-39
9.625000000000000000e+00 5.838107553782907398e-39
9.666666666666666075e+00 2.168257415749125809e-39
9.708333333333332149e+00 1.494422329858557601e-39
9.750000000000000000e+00 5.836541552483630522e-39
9.791666666666666075e+00 2.167045699678851120e-39
9.833333333333332149e+00 1.488418058313220531e-39
9.875000000000000000e+00 5.835071619149618861e-39
9.916666666666666075e+00 2.165764082682914373e-39
9.958333333333332149e+00 1.482462767412726700e-39
1.000000000000000000e+01 5.833705851029794254e-39
1.004166666666666607e+01 2.164414270377491147e-39
1.008333333333333215e+01 1.476558124961752757e-39
1.012500000000000000e+01 5.832452818051356996e-39
1.016666666666666607e+01 2.162998022133667098e-39
1.020833333333333215e+01 1.470705834104607707e-39
1.025000000000000000e+01 5.831321595336450115e-39
1.029166666666666607e+01 2.161517151094012568e-39
1.033333333333333215e+01 1.464907636104782106e-39
1.037500000000000000e+01 5.830321799372312896e-39
1.041666666666666607e+01 2.159973524299087024e-39
1.045833333333333215e+01 1.459165313468555356e-39
1.050000000000000000e+01 5.829463626436522873e-39
1.054166666666666607e+01 2.158369062755824905e-39
1.058333333333333215e+01 1.453480693186013130e-39
1.062500000000000000e+01 5.828757894900426582e-39
1.066666666666666607e+01 2.156705741503765504e-39
1.070833333333333215e+01 1.447855650271321621e-39
1.075000000000000000e+01 5.828216090937453314e-39
1.079166666666666607e+01 2.154985589763262207e-39
1.083333333333333215e+01 1.442292111532462326e-39
1.087500000000000000e+01 5.827850418162282714e-39
1.091666666666666607e+01 2.153210691022406077e-39
1.095833333333333215e+01 1.436792059652449797e-39
1.100000000000000000e+01 5.827673851980242071e-39
1.104166666666666607e+01 2.151383183166229163e-39
1.108333333333333215e+01 1.431357537575972297e-39
1.112500000000000000e+01 5.827700198958395878e-39
1.116666666666666607e+01 2.149505258614976358e-39
1.120833333333333215e+01 1.425990653193317829e-39
1.125000000000000000e+01 5.827944161117520175e-39
1.129166666666666607e+01 2.147579164508291900e-39
1.133333333333333215e+01 1.420693584502205634e-39
1.137500000000000000e+01 5.828421406889025492e-39
1.141666666666666607e+01 2.145607202824654960e-39
1.145833333333333215e+01 1.415468585060707108e-39
1.150000000000000000e+01 5.829148648433971385e-39
1.154166666666666607e+01 2.143591730723843610e-39
1.158333333333333215e+01 1.410317990010903631e-39
1.162500000000000000e+01 5.830143726726108126e-39
1.166666666666666607e+01 2.141535160624451517e-39
1.170833333333333215e+01 1.405244222489346321e-39
1.175000000000000000e+01 5.831425704577982951e-39
1.179166666666666607e+01 2.139439960586474056e-39
1.183333333333333215e+01 1.400249800693449032e-39
1.187500000000000000e+01 5.833014969238062727e-39
1.191666666666666607e+01 2.137308654615672323e-39
1.195833333333333215e+01 1.395337345502138583e-39
1.200000000000000000e+01 5.834933345487040848e-39
1.204166666666666607e+01 2.135143822990272293e-39
1.208333333333333215e+01 1.390509588806833813e-39
1.212500000000000000e+01 5.837204219962846940e-39
1.216666666666666607e+01 2.132948102720942667e-39
1.220833333333333215e+01 1.385769382560474030e-39
1.225000000000000000e+01 5.839852679013952387e-39
1.229166666666666607e+01 2.130724188003555407e-39
1.233333333333333215e+01 1.381119708731636232e-39
1.237500000000000000e+01 5.842905660983002983e-39
1.241666666666666607e+01 2.128474830766707718e-39
1.245833333333333215e+01 1.376563690115655630e-39
1.250000000000000000e+01 5.846392124914967907e-39
1.254166666666666607e+01 2.126202841370380529e-39
1.258333333333333215e+01 1.372104602303356402e-39
1.262500000000000000e+01 5.850343238328831921e-39
1.266666666666666607e+01 2.123911089262099615e-39
1.270833333333333215e+01 1.367745886706573434e-39
1.275000000000000000e+01 5.854792585456511235e-39
1.279166666666666607e+01 2.121602503907706988e-39
1.283333333333333215e+01 1.363491165005984906e-39
1.287500000000000000e+01 5.859776400210883421e-39
1.291666666666666607e+01 2.119280075717117255e-39
1.295833333333333215e+01 1.359344255041032097e-39
1.300000000000000000e+01 5.865333825655024608e-39
1.304166666666666607e+01 2.116946857280003766e-39
1.308333333333333215e+01 1.355309188371816158e-39
1.312500000000000000e+01 5.871507204571734238e-39
1.316666666666666607e+01 2.114605964640434944e-39
1.320833333333333215e+01 1.351390229781349156e-39
1.325000000000000000e+01 5.878342405632502399e-39
1.329166666666666607e+01 2.112260578916736749e-39
1.333333333333333215e+01 1.347591898874097989e-39
1.337500000000000000e+01 5.885889189699910076e-39
1.341666666666666607e+01 2.109913948098961528e-39
1.345833333333333215e+01 1.343918994180447511e-39
1.350000000000000000e+01 5.894201622579973372e-39
1.354166666666666607e+01 2.107569389283224372e-39
1.358333333333333215e+01 1.340376620002060377e-39
1.362500000000000000e+01 5.903338541161823499e-39
1.366666666666666607e+01 2.105230291130632619e-39
1.370833333333333215e+01 1.336970216466351762e-39
1.375000000000000000e+01 5.913364081132842923e-39
1.379166666666666607e+01 2.102900116952324519e-39
1.383333333333333215e+01 1.333705593234201475e-39
1.387500000000000000e+01 5.924348275902725847e-39
1.391666666666666607e+01 2.100582408212498678e-39
1.395833333333333215e+01 1.330588967381994853e-39
1.400000000000000000e+01 5.936367738385360205e-39
1.404166666666666607e+01 2.098280788787392845e-39
1.408333333333333215e+01 1.327627006175241180e-39
1.412500000000000000e+01 5.949506439153435097e-39
1.416666666666666607e+01 2.095998969981843043e-39
1.420833333333333215e+01 1.324826875328231571e-39
1.425000000000000000e+01 5.963856596809332979e-39
1.429166666666666607e+01 2.093740756513829532e-39
1.433333333333333215e+01 1.322196293904197731e-39
1.437500000000000000e+01 5.979519701279144024e-39
1.441666666666666607e+01 2.091510053729263543e-39
1.445833333333333215e+01 1.319743596614862072e-39
1.450000000000000000e+01 5.996607691885003601e-39
1.454166666666666607e+01 2.089310876191385190e-39
1.458333333333333215e+01 1.317477805066961009e-39
1.462500000000000000e+01 6.015244319576989414e-39
1.466666666666666607e+01 2.087147358036016442e-39
1.470833333333333215e+01 1.315408709268510337e-39
1.475000000000000000e+01 6.035566727551342836e-39
1.479166666666666607e+01 2.085023765487899007e-39
1.483333333333333215e+01 1.313546961352747931e-39
1.487500000000000000e+01 6.057727291369455752e-39
1.491666666666666607e+01 2.082944511965888367e-39
1.495833333333333215e+01 1.311904183662238935e-39
1.500000000000000000e+01 6.081895771378012763e-39
1.504166666666666607e+01 2.080914176410755557e-39
1.508333333333333215e+01 1.310493093904637322e-39
1.512500000000000000e+01 6.108261838981584331e-39
1.516666666666666607e+01 2.078937525521584656e-39
1.520833333333333215e+01 1.309327650600045319e-39
1.525000000000000000e+01 6.137038056653492854e-39
1.529166666666666607e+01 2.077019540911069745e-39
1.533333333333333215e+01 1.308423222884794601e-39
1.537500000000000000e+01 6.168463408871985534e-39
1.541666666666666607e+01 2.075165452259311212e-39
1.545833333333333215e+01 1.307796789503967059e-39
1.550000000000000000e+01 6.202807506420745661e-39
1.554166666666666607e+01 2.073380777921005033e-39
1.558333333333333215e+01 1.307467173131881508e-39
1.562500000000000000e+01 6.240375620004814029e-39
1.566666666666666607e+01 2.071671374807195418e-39
1.570833333333333215e+01 1.307455317553867731e-39
1.575000000000000000e+01 6.281514739929334067e-39
1.579166666666666607e+01 2.070043499837866019e-39
1.583333333333333215e+01 1.307784617173438313e-39
1.587500000000000000e+01 6.326620914358568012e-39
1.591666666666666607e+01 2.068503885906145627e-39
1.595833333333333215e+01 1.308481310761660593e-39
1.600000000000000000e+01 6.376148194696910060e-39
1.604166666666666430e+01 2.067059835945128374e-39
1.608333333333333215e+01 1.309574954469612608e-39
1.612500000000000000e+01 6.430619612834415247e-39
1.616666666666666430e+01 2.065719339896672155e-39
1.620833333333333215e+01 1.311098993414318510e-39
1.625000000000000000e+01 6.490640752048185725e-39
1.629166666666666430e+01 2.064491220590169257e-39
1.633333333333333215e+01 1.313091456440488393e-39
1.637500000000000000e+01 6.556916657431829734e-39
1.641666666666666430e+01 2.063385316257968780e-39
1.645833333333333215e+01 1.315595806012229406e-39
1.650000000000000000e+01 6.630273087215378392e-39
1.654166666666666430e+01 2.062412709797999029e-39
1.658333333333333215e+01 1.318661984962832766e-39
1.662500000000000000e+01 6.711683465502612860e-39
1.666666666666666430e+01 2.061586017616041895e-39
1.670833333333333215e+01 1.322347714704878748e-39
1.675000000000000000e+01 6.802303409946718192e-39
1.679166666666666430e+01 2.060919755164134472e-39
1.683333333333333215e+01 1.326720117659509359e-39
1.687500000000000000e+01 6.903515444189568665e-39
1.691666666666666430e+01 2.060430801174245783e-39
1.695833333333333215e+01 1.331857761145301247e-39
1.700000000000000000e+01 7.016987589440667884e-39
1.704166666666666430e+01 2.060138989743785226e-39
1.708333333333333215e+01 1.337853254250911081e-39
1.712500000000000000e+01 7.144751147591013273e-39
1.716666666666666430e+01 2.060067868463953367e-39
1.720833333333333215e+01 1.344816577420018338e-39
1.725000000000000000e+01 7.289305444457799616e-39
1.729166666666666430e+01 2.060245673189746918e-39
1.733333333333333215e+01 1.352879393058618172e-39
1.737500000000000000e+01 7.453761124631658823e-39
1.741666666666666430e+01 2.060706586264627646e-39
1.745833333333333215e+01 1.362200684194075765e-39
1.750000000000000000e+01 7.642039654610667910e-39
1.754166666666666430e+01 2.061492366383985188e-39
1.758333333333333215e+01 1.372974212005517437e-39
1.762500000000000000e+01 7.859156575574390177e-39
1.766666666666666430e+01 2.062654466039879620e-39
1.770833333333333215e+01 1.385438494875691934e-39
1.775000000000000000e+01 8.111632618996809408e-39
1.779166666666666430e+01 2.064256786991022530e-39
1.783333333333333215e+01 1.399890327665407145e-39
