# frequency/Hz 	 PSD/[1/Hz]
0.000000000000000000e+00 1.854318239904380078e-38
4.761904761904761640e-02 5.558430415669306178e-38
9.523809523809523281e-02 2.904299052257688273e-38
1.428571428571428492e-01 2.154695535261333252e-38
1.904761904761904656e-01 7.993317874929252134e-38
2.380952380952380820e-01 2.002139136093121961e-38
2.857142857142856984e-01 3.414069982122387672e-38
3.333333333333333148e-01 4.553640851293675623e-38
3.809523809523809312e-01 1.875608378024257351e-38
4.285714285714285476e-01 6.689629373636304389e-38
4.761904761904761640e-01 2.530255795006701617e-38
5.238095238095237249e-01 2.375597812803563214e-38
5.714285714285713969e-01 7.262388469413010585e-38
6.190476190476190688e-01 1.904607588482644138e-38
6.666666666666666297e-01 4.100410910453868908e-38
7.142857142857141906e-01 3.754255223296144164e-38
7.619047619047618625e-01 1.941314450355682371e-38
8.095238095238095344e-01 7.686963330588355316e-38
8.571428571428570953e-01 2.258658266310366797e-38
9.047619047619046562e-01 2.685232541256870908e-38
9.523809523809523281e-01 6.163596108992606140e-38
1.000000000000000000e+00 1.854105172592257064e-38
1.047619047619047450e+00 4.999126265012749248e-38
1.095238095238095122e+00 3.148551766388848417e-38
1.142857142857142794e+00 2.057225545089820569e-38
1.190476190476190466e+00 8.134637748587931947e-38
1.238095238095238138e+00 2.065335717298778183e-38
1.285714285714285587e+00 3.113252171803516786e-38
1.333333333333333259e+00 5.063387830986812067e-38
1.380952380952380931e+00 1.846868173793670307e-38
1.428571428571428381e+00 6.099225426241715952e-38
1.476190476190476053e+00 2.699111169129890265e-38
1.523809523809523725e+00 2.233975669436636767e-38
1.571428571428571397e+00 7.775546122715710902e-38
1.619047619047619069e+00 1.933783887812981744e-38
1.666666666666666519e+00 3.700025021794000104e-38
1.714285714285714191e+00 4.138500619795351589e-38
1.761904761904761862e+00 1.882873306416599543e-38
1.809523809523809312e+00 7.253050590204058085e-38
1.857142857142856984e+00 2.369391185720780741e-38
1.904761904761904656e+00 2.488663693068635642e-38
1.952380952380952328e+00 6.799489709759303063e-38
2.000000000000000000e+00 1.853441989220219742e-38
2.047619047619047450e+00 4.492769160807175230e-38
2.095238095238094900e+00 3.420848756561475393e-38
2.142857142857142794e+00 1.965910682435261537e-38
2.190476190476190244e+00 8.093202698051852572e-38
2.238095238095238138e+00 2.130815897291076655e-38
2.285714285714285587e+00 2.847296888333101281e-38
2.333333333333333037e+00 5.631067110176804644e-38
2.380952380952380931e+00 1.818416549374964817e-38
2.428571428571428381e+00 5.523010506879136717e-38
2.476190476190476275e+00 2.883304969924056778e-38
2.523809523809523725e+00 2.104262862250870520e-38
2.571428571428571175e+00 8.181935263805328018e-38
2.619047619047619069e+00 1.962992576315872997e-38
2.666666666666666519e+00 3.347724522068716908e-38
2.714285714285713969e+00 4.571372145103752401e-38
2.761904761904761862e+00 1.826771687588550339e-38
2.809523809523809312e+00 6.738079431981950755e-38
2.857142857142856762e+00 2.487064680128215449e-38
2.904761904761904656e+00 2.312133306352677236e-38
2.952380952380952106e+00 7.440778894534643055e-38
3.000000000000000000e+00 1.852254741651312901e-38
3.047619047619047450e+00 4.040866265868273210e-38
3.095238095238094900e+00 3.724096365537213146e-38
3.142857142857142794e+00 1.880383868408486304e-38
3.190476190476190244e+00 7.876730054935437923e-38
3.238095238095238138e+00 2.198384130922809521e-38
3.285714285714285587e+00 2.612054364337655970e-38
3.333333333333333037e+00 6.254184477682989761e-38
3.380952380952380931e+00 1.790236405289522893e-38
3.428571428571428381e+00 4.981843666398774560e-38
3.476190476190475831e+00 3.083864212571989565e-38
3.523809523809523725e+00 1.985398994743507267e-38
3.571428571428571175e+00 8.438466432880080248e-38
3.619047619047618625e+00 1.992009942357671583e-38
3.666666666666666519e+00 3.038425897892584319e-38
3.714285714285713969e+00 5.056776529797380776e-38
3.761904761904761862e+00 1.772923662963425495e-38
3.809523809523809312e+00 6.186959631255470139e-38
3.857142857142856762e+00 2.611671747869571308e-38
3.904761904761904656e+00 2.153433772740074982e-38
3.952380952380952106e+00 8.051343206946427539e-38
4.000000000000000000e+00 1.850413242083818521e-38
4.047619047619047450e+00 3.641481253237258462e-38
4.095238095238094900e+00 4.061030799064640069e-38
4.142857142857142350e+00 1.800267949961350256e-38
4.190476190476189799e+00 7.515864102151885031e-38
4.238095238095238138e+00 2.267693843728837192e-38
4.285714285714285587e+00 2.403803589264603311e-38
4.333333333333333037e+00 6.924266449409223096e-38
4.380952380952380487e+00 1.762265295979579369e-38
4.428571428571427937e+00 4.487214477834256000e-38
4.476190476190476275e+00 3.301550303503400980e-38
4.523809523809523725e+00 1.876405157134442610e-38
4.571428571428571175e+00 8.517432486558192338e-38
4.619047619047618625e+00 2.020509485976528028e-38
4.666666666666666075e+00 2.767175750280008612e-38
4.714285714285714413e+00 5.597128711461279822e-38
4.761904761904761862e+00 1.721209361481268905e-38
4.809523809523809312e+00 5.636150251906639737e-38
4.857142857142856762e+00 2.742923642441941840e-38
4.904761904761904212e+00 2.010609398524224432e-38
4.952380952380952550e+00 8.586866668427061800e-38
5.000000000000000000e+00 1.847719683239293286e-38
5.047619047619047450e+00 3.290824385978139571e-38
5.095238095238094900e+00 4.433850842274957326e-38
5.142857142857142350e+00 1.725186993231697238e-38
5.190476190476189799e+00 7.054929848160952200e-38
5.238095238095238138e+00 2.338185225928669433e-38
5.285714285714285587e+00 2.219269848561184174e-38
5.333333333333333037e+00 7.624714368451899560e-38
5.380952380952380487e+00 1.734392258515552657e-38
5.428571428571427937e+00 4.043738523082349112e-38
5.476190476190476275e+00 3.536619411984033738e-38
5.523809523809523725e+00 1.776389359774233761e-38
5.571428571428571175e+00 8.415039622669371650e-38
5.619047619047618625e+00 2.048027839087960225e-38
5.666666666666666075e+00 2.529398109276656530e-38
5.714285714285713524e+00 6.192146036669275356e-38
5.761904761904761862e+00 1.671477872273330553e-38
5.809523809523809312e+00 5.111259329588403953e-38
5.857142857142856762e+00 2.880096085676718438e-38
5.904761904761904212e+00 1.881944764556228461e-38
5.952380952380951662e+00 9.001733042022214076e-38
6.000000000000000000e+00 1.843890564731464409e-38
6.047619047619047450e+00 2.984324996170546138e-38
6.095238095238094900e+00 4.843629448523386128e-38
6.142857142857142350e+00 1.654771439084531005e-38
6.190476190476189799e+00 6.540776703678575356e-38
6.238095238095238138e+00 2.408996969148690093e-38
6.285714285714285587e+00 2.055611267859405781e-38
6.333333333333333037e+00 8.329367070557578691e-38
6.380952380952380487e+00 1.706449310822553751e-38
6.428571428571427937e+00 3.651565541008220150e-38
6.476190476190476275e+00 3.788450880019649644e-38
6.523809523809523725e+00 1.684545605911774940e-38
6.571428571428571175e+00 8.152753731712163403e-38
