# frequency/Hz 	 PSD/[1/Hz]
0.000000000000000000e+00 2.757763504667689060e-37
4.166666666666666435e-02 7.476828049202549912e-37
8.333333333333332871e-02 6.198557572675016790e-37
1.250000000000000000e-01 2.757348470122922747e-37
1.666666666666666574e-01 9.075854371272532134e-37
2.083333333333333148e-01 5.182975774264589314e-37
2.500000000000000000e-01 2.756103863331138890e-37
2.916666666666666297e-01 1.103471937502127746e-36
3.333333333333333148e-01 4.374558131490797013e-37
3.750000000000000000e-01 2.754031172745943034e-37
4.166666666666666297e-01 1.332333691182804056e-36
4.583333333333333148e-01 3.727069926677365884e-37
5.000000000000000000e-01 2.751132875470031981e-37
5.416666666666666297e-01 1.575534894591869134e-36
5.833333333333332593e-01 3.204182627175482027e-37
6.250000000000000000e-01 2.747412429733793358e-37
6.666666666666666297e-01 1.790362284384374708e-36
7.083333333333332593e-01 2.778057093978073825e-37
7.500000000000000000e-01 2.742874267713989413e-37
7.916666666666666297e-01 1.915785714674930506e-36
8.333333333333332593e-01 2.427550479037003218e-37
8.750000000000000000e-01 2.737523782004357375e-37
9.166666666666666297e-01 1.905120285364444498e-36
9.583333333333332593e-01 2.136614206712838671e-37
1.000000000000000000e+00 2.731367314365843802e-37
1.041666666666666519e+00 1.763000684725588919e-36
1.083333333333333259e+00 1.893017210515739817e-37
1.125000000000000000e+00 2.724412137217374456e-37
1.166666666666666519e+00 1.541245187873004057e-36
1.208333333333333259e+00 1.687376898983320619e-37
1.250000000000000000e+00 2.716666437253801600e-37
1.291666666666666519e+00 1.299298738633045644e-36
1.333333333333333259e+00 1.512439439212958088e-37
1.375000000000000000e+00 2.708139293252088133e-37
1.416666666666666519e+00 1.075743353241754056e-36
1.458333333333333259e+00 1.362549615177171915e-37
1.500000000000000000e+00 2.698840654616741284e-37
1.541666666666666519e+00 8.860714595741682377e-37
1.583333333333333259e+00 1.233260724861321031e-37
1.625000000000000000e+00 2.688781315730775162e-37
1.666666666666666519e+00 7.317793276658951304e-37
1.708333333333333259e+00 1.121046649630867648e-37
1.750000000000000000e+00 2.677972890156955883e-37
1.791666666666666519e+00 6.085007669983313397e-37
1.833333333333333259e+00 1.023088185798472979e-37
1.875000000000000000e+00 2.666427781589903206e-37
1.916666666666666519e+00 5.104480161989424687e-37
1.958333333333333259e+00 9.371134181187736261e-38
2.000000000000000000e+00 2.654159153758699357e-37
2.041666666666666519e+00 4.322437323795007821e-37
2.083333333333333037e+00 8.612775790025821415e-38
2.125000000000000000e+00 2.641180898877572307e-37
2.166666666666666519e+00 3.694585592443263710e-37
2.208333333333333037e+00 7.940719242973633241e-38
2.250000000000000000e+00 2.627507604881591995e-37
2.291666666666666519e+00 3.186264626767909497e-37
2.333333333333333037e+00 7.342540751805168040e-38
2.375000000000000000e+00 2.613154520357646128e-37
2.416666666666666519e+00 2.770940257091934078e-37
2.458333333333333037e+00 6.807943560019045486e-38
2.500000000000000000e+00 2.598137519698235617e-37
2.541666666666666519e+00 2.428449106456135471e-37
2.583333333333333037e+00 6.328341401288778229e-38
2.625000000000000000e+00 2.582473065433005453e-37
2.666666666666666519e+00 2.143464589039600790e-37
2.708333333333333037e+00 5.896532786219644044e-38
2.750000000000000000e+00 2.566178172375100362e-37
2.791666666666666519e+00 1.904284480548352242e-37
2.833333333333333037e+00 5.506444495520275290e-38
2.875000000000000000e+00 2.549270367762965960e-37
2.916666666666666519e+00 1.701913560655739651e-37
2.958333333333333037e+00 5.152928195686554551e-38
3.000000000000000000e+00 2.531767653806639618e-37
3.041666666666666519e+00 1.529382739912812304e-37
3.083333333333333037e+00 4.831598115572732971e-38
3.125000000000000000e+00 2.513688466970646977e-37
3.166666666666666519e+00 1.381247242543009895e-37
3.208333333333333037e+00 4.538700682411627278e-38
3.250000000000000000e+00 2.495051640234285696e-37
3.291666666666666519e+00 1.253216886944759618e-37
3.333333333333333037e+00 4.271009194133257918e-38
3.375000000000000000e+00 2.475876361646236180e-37
3.416666666666666519e+00 1.141882761287786455e-37
3.458333333333333037e+00 4.025738234164351641e-38
3.500000000000000000e+00 2.456182135730342820e-37
3.541666666666666519e+00 1.044514029960275995e-37
3.583333333333333037e+00 3.800473745258313070e-38
3.625000000000000000e+00 2.435988742642347663e-37
3.666666666666666519e+00 9.589058471151542214e-38
3.708333333333333037e+00 3.593115599037275656e-38
3.750000000000000000e+00 2.415316200080495094e-37
3.791666666666666519e+00 8.832646727061895925e-38
3.833333333333333037e+00 3.401830191569206093e-38
3.875000000000000000e+00 2.394184722606921599e-37
3.916666666666666519e+00 8.161211232512157603e-38
3.958333333333333037e+00 3.225011129530255987e-38
4.000000000000000000e+00 2.372614684032860768e-37
4.041666666666666075e+00 7.562632290053599347e-38
4.083333333333333037e+00 3.061246474773092772e-38
4.125000000000000000e+00 2.350626579094193772e-37
4.166666666666666075e+00 7.026849249335032143e-38
4.208333333333333037e+00 2.909291335547667726e-38
4.250000000000000000e+00 2.328240985299633715e-37
4.291666666666666075e+00 6.545459985089802954e-38
4.333333333333333037e+00 2.768044835260786219e-38
4.375000000000000000e+00 2.305478527131284539e-37
4.416666666666666075e+00 6.111407183056885511e-38
4.458333333333333037e+00 2.636530682281963090e-38
4.500000000000000000e+00 2.282359839810043352e-37
4.541666666666666075e+00 5.718730882340039074e-38
4.583333333333333037e+00 2.513880714486160200e-38
4.625000000000000000e+00 2.258905534086762240e-37
4.666666666666666075e+00 5.362371963862870793e-38
4.708333333333333037e+00 2.399320912236707687e-38
4.750000000000000000e+00 2.235136163290676813e-37
4.791666666666666075e+00 5.038015074974753191e-38
4.833333333333333037e+00 2.292159467591211036e-38
4.875000000000000000e+00 2.211072189279877204e-37
4.916666666666666075e+00 4.741962299765089612e-38
4.958333333333333037e+00 2.191776572730896617e-38
5.000000000000000000e+00 2.186733952391026883e-37
5.041666666666666075e+00 4.471030950804901210e-38
5.083333333333333037e+00 2.097615651502442597e-38
5.125000000000000000e+00 2.162141639972167465e-37
5.166666666666666075e+00 4.222470406841146122e-38
5.208333333333333037e+00 2.009175807047559208e-38
5.250000000000000000e+00 2.137315257713536897e-37
5.291666666666666075e+00 3.993894080248022395e-38
5.333333333333333037e+00 1.926005296553993673e-38
5.375000000000000000e+00 2.112274601828183589e-37
5.416666666666666075e+00 3.783223472327996561e-38
5.458333333333333037e+00 1.847695877899890740e-38
5.500000000000000000e+00 2.087039233072713896e-37
5.541666666666666075e+00 3.588641940824752630e-38
5.583333333333333037e+00 1.773877897423257553e-38
5.625000000000000000e+00 2.061628451152799945e-37
5.666666666666666075e+00 3.408556313886571353e-38
5.708333333333333037e+00 1.704216010750764302e-38
5.750000000000000000e+00 2.036061271761909460e-37
5.791666666666666075e+00 3.241564871738650472e-38
5.833333333333333037e+00 1.638405444964263309e-38
5.875000000000000000e+00 2.010356403762384945e-37
5.916666666666666075e+00 3.086430527330546746e-38
5.958333333333333037e+00 1.576168726095141955e-38
6.000000000000000000e+00 1.984532229610190117e-37
6.041666666666666075e+00 2.942058265617268764e-38
6.083333333333333037e+00 1.517252806372886475e-38
6.125000000000000000e+00 1.958606784636433022e-37
6.166666666666666075e+00 2.807476092089570017e-38
6.208333333333333037e+00 1.461426537155912796e-38
6.250000000000000000e+00 1.932597740991647459e-37
6.291666666666666075e+00 2.681818881797389707e-38
6.333333333333333037e+00 1.408478440742960081e-38
6.375000000000000000e+00 1.906522389421540962e-37
6.416666666666666075e+00 2.564314639145574365e-38
6.458333333333333037e+00 1.358214741392719608e-38
6.500000000000000000e+00 1.880397626143794615e-37
6.541666666666666075e+00 2.454272765472960631e-38
6.583333333333333037e+00 1.310457621787313617e-38
6.625000000000000000e+00 1.854239938239147304e-37
6.666666666666666075e+00 2.351074009685112173e-38
6.708333333333333037e+00 1.265043676108386440e-38
6.750000000000000000e+00 1.828065391927362180e-37
6.791666666666666075e+00 2.254161831018355842e-38
6.833333333333333037e+00 1.221822534718163735e-38
6.875000000000000000e+00 1.801889621703947388e-37
6.916666666666666075e+00 2.163034953163703781e-38
6.958333333333333037e+00 1.180655639072444045e-38
7.000000000000000000e+00 1.775727821275474553e-37
7.041666666666666075e+00 2.077240926234850005e-38
7.083333333333333037e+00 1.141415148587345409e-38
7.125000000000000000e+00 1.749594734932022505e-37
7.166666666666666075e+00 1.996370544377608687e-38
7.208333333333333037e+00 1.103982963456580534e-38
7.250000000000000000e+00 1.723504651220499320e-37
7.291666666666666075e+00 1.920052991093142566e-38
7.333333333333333037e+00 1.068249849382381862e-38
7.375000000000000000e+00 1.697471396877094122e-37
7.416666666666666075e+00 1.847951607510195098e-38
7.458333333333333037e+00 1.034114652707186896e-38
7.500000000000000000e+00 1.671508333182689274e-37
7.541666666666666075e+00 1.779760192780302564e-38
7.583333333333333037e+00 1.001483594995105639e-38
7.625000000000000000e+00 1.645628351812410720e-37
7.666666666666666075e+00 1.715199762819593482e-38
7.708333333333333037e+00 9.702696384203047863e-39
7.750000000000000000e+00 1.619843873351117666e-37
7.791666666666666075e+00 1.654015702941478467e-38
7.833333333333333037e+00 9.403919136575758775e-39
7.875000000000000000e+00 1.594166845712315672e-37
7.916666666666666075e+00 1.595975261650218442e-38
7.958333333333333037e+00 9.117752035504688059e-39
8.000000000000000000e+00 1.568608744601644743e-37
8.041666666666666075e+00 1.540865338679634311e-38
8.083333333333332149e+00 8.843494763365006867e-39
8.125000000000000000e+00 1.543180573658714814e-37
8.166666666666666075e+00 1.488490529743261657e-38
8.208333333333332149e+00 8.580494631549885815e-39
8.250000000000000000e+00 1.517892866983875071e-37
8.291666666666666075e+00 1.438671393462980564e-38
8.333333333333332149e+00 8.328142750143702201e-39
8.375000000000000000e+00 1.492755691093395416e-37
8.416666666666666075e+00 1.391242913071224639e-38
8.458333333333332149e+00 8.085870551853096277e-39
8.500000000000000000e+00 1.467778648874393580e-37
8.541666666666666075e+00 1.346053127602812857e-38
8.583333333333332149e+00 7.853146631833289269e-39
8.625000000000000000e+00 1.442970883376576998e-37
8.666666666666666075e+00 1.302961912162059406e-38
8.708333333333332149e+00 7.629473872736711246e-39
8.750000000000000000e+00 1.418341083122243879e-37
8.791666666666666075e+00 1.261839888509865484e-38
8.833333333333332149e+00 7.414386824136957069e-39
8.875000000000000000e+00 1.393897487008687657e-37
8.916666666666666075e+00 1.222567450952216452e-38
8.958333333333332149e+00 7.207449313497211184e-39
9.000000000000000000e+00 1.369647891245405615e-37
9.041666666666666075e+00 1.185033892993622908e-38
9.083333333333332149e+00 7.008252261797525655e-39
9.125000000000000000e+00 1.345599655371601441e-37
9.166666666666666075e+00 1.149136623961118347e-38
9.208333333333332149e+00 6.816411688956297429e-39
9.250000000000000000e+00 1.321759710003051750e-37
9.291666666666666075e+00 1.114780464318898322e-38
9.333333333333332149e+00 6.631566885304198745e-39
9.375000000000000000e+00 1.298134564144423875e-37
9.416666666666666075e+00 1.081877011356348580e-38
9.458333333333332149e+00 6.453378737624954688e-39
9.500000000000000000e+00 1.274730313445607251e-37
9.541666666666666075e+00 1.050344067172855834e-38
9.583333333333332149e+00 6.281528192945697398e-39
9.625000000000000000e+00 1.251552648624854769e-37
9.666666666666666075e+00 1.020105121909420070e-38
9.708333333333332149e+00 6.115714847533620002e-39
9.750000000000000000e+00 1.228606864420902892e-37
9.791666666666666075e+00 9.910888863736736067e-39
9.833333333333332149e+00 5.955655649593124512e-39
