# frequency/Hz 	 PSD/[1/Hz]
0.000000000000000000e+00 1.461285569946374595e-39
3.703703703703703498e-02 3.415444002137800735e-39
7.407407407407406996e-02 8.125136935423163747e-39
1.111111111111111049e-01 1.637270970209905347e-39
1.481481481481481399e-01 1.983410504916821449e-39
1.851851851851851749e-01 1.300928005350723914e-38
2.222222222222222099e-01 2.349821380717146392e-39
2.592592592592592449e-01 1.525927164812652355e-39
2.962962962962962798e-01 5.667146552526950220e-39
3.333333333333333148e-01 4.587233313329546645e-39
3.703703703703703498e-01 1.485055573020496311e-39
4.074074074074073848e-01 2.674938507599493601e-39
4.444444444444444198e-01 1.134405214267098725e-38
4.814814814814814548e-01 1.819573917872919694e-39
5.185185185185184897e-01 1.742554797611855181e-39
5.555555555555555802e-01 1.013585025523741896e-38
5.925925925925925597e-01 2.910180448874138109e-39
6.296296296296295392e-01 1.470372376196298060e-39
6.666666666666666297e-01 4.090085544341687609e-39
7.037037037037037202e-01 6.459840718302663312e-39
7.407407407407406996e-01 1.559361185723937261e-39
7.777777777777776791e-01 2.195972861828489279e-39
8.148148148148147696e-01 1.347882524176961676e-38
8.518518518518518601e-01 2.100333450684342067e-39
8.888888888888888395e-01 1.588175551137690414e-39
9.259259259259258190e-01 7.106832186014319619e-39
9.629629629629629095e-01 3.785032443421082699e-39
1.000000000000000000e+00 1.463548551021378742e-39
1.037037037037036979e+00 3.102173249377131464e-39
1.074074074074073959e+00 9.282204257073328091e-39
1.111111111111111160e+00 1.693956375149763926e-39
1.148148148148148140e+00 1.881147999595247701e-39
1.185185185185185119e+00 1.216220894732896827e-38
1.222222222222222099e+00 2.527749716373973711e-39
1.259259259259259078e+00 1.498053124839076850e-39
1.296296296296296280e+00 4.998583575386548384e-39
1.333333333333333259e+00 5.181988656901097903e-39
1.370370370370370239e+00 1.504683881667156429e-39
1.407407407407407440e+00 2.472156635842916458e-39
1.444444444444444420e+00 1.247061628196056238e-38
1.481481481481481399e+00 1.907966873793319974e-39
1.518518518518518379e+00 1.674967180593990558e-39
1.555555555555555358e+00 8.950068529876966153e-39
