# frequency/Hz 	 PSD/[1/Hz]
0.000000000000000000e+00 3.481838710725133891e-38
1.785714285714285615e-02 1.396656467204264899e-39
3.571428571428571230e-02 4.424461341449619795e-40
5.357142857142856845e-02 2.858658154393185300e-40
7.142857142857142461e-02 2.859196919283976835e-40
8.928571428571427382e-02 4.427368317839254431e-40
1.071428571428571369e-01 1.398989920158348366e-39
1.250000000000000000e-01 3.481255952794171562e-38
1.428571428571428492e-01 1.394254566146358903e-39
1.607142857142856984e-01 4.421351691832976448e-40
1.785714285714285476e-01 2.857989964041198503e-40
1.964285714285714246e-01 2.859606416548036440e-40
2.142857142857142738e-01 4.430073454885070174e-40
2.321428571428571230e-01 1.401255512654081991e-39
2.500000000000000000e-01 3.479508273529069947e-38
2.678571428571428492e-01 1.391783635660532530e-39
2.857142857142856984e-01 4.418038545858820834e-40
3.035714285714285476e-01 2.857192196145378169e-40
3.214285714285713969e-01 2.859886809861134816e-40
3.392857142857142461e-01 4.432577597427834403e-40
3.571428571428570953e-01 1.403453838685645185e-39
3.750000000000000000e-01 3.476597453695941849e-38
3.928571428571428492e-01 1.389243100670093061e-39
4.107142857142856984e-01 4.414521090807824878e-40
4.285714285714285476e-01 2.856264704339281285e-40
4.464285714285713969e-01 2.860038268734341865e-40
4.642857142857142461e-01 4.434881601439438240e-40
4.821428571428570953e-01 1.405585498646105311e-39
5.000000000000000000e-01 3.472526458576557573e-38
5.178571428571427937e-01 1.386632392324772743e-39
5.357142857142856984e-01 4.410798524320940243e-40
5.535714285714284921e-01 2.855207347944043377e-40
5.714285714285713969e-01 2.860060968617171766e-40
5.892857142857143016e-01 4.436986334350693587e-40
6.071428571428570953e-01 1.407651099454581999e-39
6.250000000000000000e-01 3.467299430685927643e-38
6.428571428571427937e-01 1.383950947974451230e-39
6.607142857142856984e-01 4.406870054103951304e-40
6.785714285714284921e-01 2.854019991932349041e-40
6.964285714285713969e-01 2.859955090935633654e-40
7.142857142857141906e-01 4.438892675284538537e-40
7.321428571428570953e-01 1.409651254527062072e-39
7.500000000000000000e-01 3.460921683305953683e-38
7.678571428571427937e-01 1.381198211126066382e-39
7.857142857142856984e-01 4.402734897733154842e-40
8.035714285714284921e-01 2.852702506908809541e-40
8.214285714285713969e-01 2.859720823176620534e-40
8.392857142857141906e-01 4.440601515334621381e-40
8.571428571428570953e-01 1.411586583948624023e-39
8.750000000000000000e-01 3.453399688901596207e-38
8.928571428571427937e-01 1.378373631465682523e-39
9.107142857142856984e-01 4.398392282607720430e-40
9.285714285714284921e-01 2.851254769087154823e-40
9.464285714285713969e-01 2.859358358965260238e-40
9.642857142857141906e-01 4.442113757909731463e-40
9.821428571428570953e-01 1.413457714532015515e-39
1.000000000000000000e+00 3.444741068010808755e-38
1.017857142857142794e+00 1.375476664787665112e-39
1.035714285714285587e+00 4.393841445613423545e-40
1.053571428571428603e+00 2.849676660268105400e-40
1.071428571428571397e+00 2.858867898144589797e-40
1.089285714285714191e+00 4.443430318978015227e-40
1.107142857142856984e+00 1.415265279906155428e-39
1.125000000000000000e+00 3.434954573971915576e-38
1.142857142857142794e+00 1.372506773062322698e-39
1.160714285714285587e+00 4.389081633100010109e-40
1.178571428571428603e+00 2.847968067836118258e-40
1.196428571428571397e+00 2.858249646881846538e-40
1.214285714285714191e+00 4.444552127462006730e-40
1.232142857142856984e+00 1.417009920673844765e-39
1.250000000000000000e+00 3.424050076435552686e-38
1.267857142857142794e+00 1.369463424373992879e-39
1.285714285714285587e+00 4.384112100650908699e-40
1.303571428571428603e+00 2.846128884769412989e-40
1.321428571428571397e+00 2.857503817730675439e-40
1.339285714285714191e+00 4.445480125505794809e-40
1.357142857142856984e+00 1.418692284433971767e-39
1.375000000000000000e+00 3.412038542790716012e-38
1.392857142857142794e+00 1.366346092948536993e-39
1.410714285714285587e+00 4.378932113007743384e-40
1.428571428571428381e+00 2.844159009608073657e-40
1.446428571428571397e+00 2.856630629780057787e-40
1.464285714285714191e+00 4.446215268947676178e-40
1.482142857142856984e+00 1.420313026017940336e-39
1.500000000000000000e+00 3.398932017757315389e-38
1.517857142857142794e+00 1.363154259192487056e-39
1.535714285714285587e+00 4.373540943862701796e-40
1.553571428571428381e+00 2.842058346475747879e-40
1.571428571428571397e+00 2.855630308725170275e-40
1.589285714285714191e+00 4.446758527606406662e-40
1.607142857142856984e+00 1.421872807548340681e-39
1.625000000000000000e+00 3.384743600022070295e-38
1.642857142857142794e+00 1.359887409666579123e-39
1.660714285714285587e+00 4.367937875785971298e-40
1.678571428571428381e+00 2.839826805085666014e-40
1.696428571428571397e+00 2.854503087026957648e-40
1.714285714285714191e+00 4.447110885755846136e-40
1.732142857142856984e+00 1.423372298657069198e-39
1.750000000000000000e+00 3.369487418715937265e-38
1.767857142857142794e+00 1.356545037143611535e-39
1.785714285714285587e+00 4.362122200081353573e-40
1.803571428571428381e+00 2.837464300768668975e-40
1.821428571428571397e+00 2.853249203992440855e-40
1.839285714285714191e+00 4.447273342487032173e-40
1.857142857142856984e+00 1.424812176573195450e-39
1.875000000000000000e+00 3.353178606163079603e-38
1.892857142857142794e+00 1.353126640586705373e-39
1.910714285714285587e+00 4.356093216696359793e-40
1.928571428571428381e+00 2.834970754471566707e-40
1.946428571428571397e+00 2.851868905964221673e-40
1.964285714285714191e+00 4.447246912240458102e-40
1.982142857142856984e+00 1.426193126340645019e-39
2.000000000000000000e+00 3.335833271015352604e-38
2.017857142857142794e+00 1.349631725245870488e-39
2.035714285714285587e+00 4.349850234044595097e-40
2.053571428571428381e+00 2.832346092785641941e-40
2.071428571428571175e+00 2.850362446405851230e-40
2.089285714285713969e+00 4.447032625173577339e-40
2.107142857142857206e+00 1.427515840976105672e-39
2.125000000000000000e+00 3.317468467571864004e-38
2.142857142857142794e+00 1.346059802637728110e-39
2.160714285714285587e+00 4.343392568981782170e-40
2.178571428571428381e+00 2.829590247973300761e-40
2.196428571428571175e+00 2.848730086095135215e-40
2.214285714285713969e+00 4.446631527746283068e-40
2.232142857142857206e+00 1.428781021685384437e-39
2.250000000000000000e+00 3.298102165596378624e-38
2.267857142857142794e+00 1.342410390609035508e-39
2.285714285714285587e+00 4.336719546644082150e-40
2.303571428571428381e+00 2.826703158016410837e-40
2.321428571428571175e+00 2.846972093280198769e-40
2.339285714285713969e+00 4.446044683167991109e-40
2.357142857142857206e+00 1.429989378034235343e-39
2.375000000000000000e+00 3.277753216887969024e-38
2.392857142857142794e+00 1.338683013371690004e-39
2.410714285714285587e+00 4.329830500361764029e-40
2.428571428571428381e+00 2.823684766617810807e-40
2.446428571428571175e+00 2.845088743810816804e-40
2.464285714285713969e+00 4.445273172014635186e-40
2.482142857142857206e+00 1.431141628198008595e-39
2.500000000000000000e+00 3.256441322398240285e-38
2.517857142857142794e+00 1.334877201553397476e-39
2.535714285714285587e+00 4.322724771573330832e-40
2.553571428571428381e+00 2.820535023279858631e-40
2.571428571428571175e+00 2.843080321367685466e-40
2.589285714285713969e+00 4.444318092728630865e-40
2.607142857142857206e+00 1.432238499201694343e-39
2.625000000000000000e+00 3.234186995847951841e-38
2.642857142857142794e+00 1.330992492234839183e-39
2.660714285714285587e+00 4.315401709705053524e-40
2.678571428571428381e+00 2.817253883312012364e-40
2.696428571428571175e+00 2.840947117616344690e-40
2.714285714285713969e+00 4.443180562281906840e-40
2.732142857142857206e+00 1.433280727104676721e-39
2.750000000000000000e+00 3.211011528658799290e-38
2.767857142857142794e+00 1.327028429034894365e-39
2.785714285714285587e+00 4.307860672090035212e-40
2.803571428571428381e+00 2.813841307917146067e-40
2.821428571428571175e+00 2.838689432405239136e-40
2.839285714285713969e+00 4.441861716764399314e-40
2.857142857142856762e+00 1.434269057309856610e-39
2.875000000000000000e+00 3.186936951510082177e-38
2.892857142857142794e+00 1.322984562115110565e-39
2.910714285714285587e+00 4.300101023895520886e-40
2.928571428571428381e+00 2.810297264212675073e-40
2.946428571428571175e+00 2.836307574009731945e-40
2.964285714285713969e+00 4.440362712066367189e-40
2.982142857142856762e+00 1.435204244840169085e-39
3.000000000000000000e+00 3.161985997099373976e-38
3.017857142857142794e+00 1.318860448287003616e-39
3.035714285714285587e+00 4.292122137955810470e-40
3.053571428571428381e+00 2.806621725283576123e-40
3.071428571428571175e+00 2.833801859277262590e-40
3.089285714285713969e+00 4.438684724554290449e-40
3.107142857142856762e+00 1.436087054577964038e-39
3.125000000000000000e+00 3.136182060018963120e-38
3.142857142857142794e+00 1.314655651029092273e-39
3.160714285714285587e+00 4.283923394784839610e-40
3.178571428571428381e+00 2.802814670284358710e-40
3.196428571428571175e+00 2.831172613936902014e-40
3.214285714285713969e+00 4.436828951842441737e-40
3.232142857142856762e+00 1.436918261612139006e-39
3.250000000000000000e+00 3.109549158120093210e-38
3.267857142857142794e+00 1.310369740602377017e-39
3.285714285714285587e+00 4.275504182367462103e-40
3.303571428571428381e+00 2.798876084450910952e-40
3.321428571428571175e+00 2.828420172785141098e-40
3.339285714285713969e+00 4.434796613532780019e-40
3.357142857142856762e+00 1.437698651527135280e-39
3.375000000000000000e+00 3.082111890539023986e-38
3.392857142857142794e+00 1.306002294034482257e-39
3.410714285714285587e+00 4.266863896137583599e-40
3.428571428571428381e+00 2.794805959204899976e-40
3.446428571428571175e+00 2.825544879967561142e-40
3.464285714285713969e+00 4.432588951991918595e-40
3.482142857142856762e+00 1.438429020745157332e-39
3.500000000000000000e+00 3.053895398475109167e-38
3.517857142857142794e+00 1.301552895291485709e-39
3.535714285714285587e+00 4.258001938861078879e-40
3.553571428571428381e+00 2.790604292202993922e-40
3.571428571428571175e+00 2.822547089223113121e-40
3.589285714285713969e+00 4.430207233256272098e-40
3.607142857142856762e+00 1.439110176874957027e-39
3.625000000000000000e+00 3.024925322357745241e-38
3.642857142857142794e+00 1.297021135236731815e-39
3.660714285714285587e+00 4.248917720502297178e-40
3.678571428571428381e+00 2.786271087427912781e-40
3.696428571428571175e+00 2.819427164175997003e-40
3.714285714285713969e+00 4.427652747878171519e-40
3.732142857142856762e+00 1.439742939080005173e-39
3.750000000000000000e+00 2.995227761532667725e-38
3.767857142857142794e+00 1.292406611793148849e-39
3.785714285714285587e+00 4.239610658159177819e-40
3.803571428571428381e+00 2.781806355262388640e-40
3.821428571428571175e+00 2.816185478621203766e-40
3.839285714285713969e+00 4.424926811870826994e-40
3.857142857142856762e+00 1.440328138460021008e-39
3.875000000000000000e+00 2.964829231018969884e-38
3.892857142857142794e+00 1.287708929936769463e-39
3.910714285714285587e+00 4.230080175901035220e-40
3.928571428571428381e+00 2.777210112548985187e-40
3.946428571428571175e+00 2.812822416812608005e-40
3.964285714285713969e+00 4.422030767667388498e-40
3.982142857142856762e+00 1.440866618432591588e-39
4.000000000000000000e+00 2.933756621288580343e-38
4.017857142857142350e+00 1.282927701823203640e-39
4.035714285714285587e+00 4.220325704696878429e-40
4.053571428571427937e+00 2.772482382717490417e-40
4.071428571428571175e+00 2.809338373828614178e-40
4.089285714285714413e+00 4.418965985172471750e-40
4.107142857142856762e+00 1.441359235189363159e-39
4.125000000000000000e+00 2.902037154509492381e-38
4.142857142857142350e+00 1.278062546823887905e-39
4.160714285714285587e+00 4.210346682213155229e-40
4.178571428571427937e+00 2.767623195830248329e-40
4.196428571428571175e+00 2.805733755847581962e-40
4.214285714285714413e+00 4.415733862852183405e-40
4.232142857142856762e+00 1.441806858117625912e-39
4.250000000000000000e+00 2.869698344732126122e-38
4.267857142857142350e+00 1.273113091607725043e-39
4.285714285714285587e+00 4.200142552803312472e-40
4.303571428571427937e+00 2.762632588718387704e-40
4.321428571428571175e+00 2.802008980551321714e-40
4.339285714285714413e+00 4.412335828807808515e-40
4.357142857142856762e+00 1.442210370248745134e-39
