# frequency/Hz 	 PSD/[1/Hz]
0.000000000000000000e+00 1.137727176753121196e-38
4.545454545454545581e-02 6.195277436389620484e-38
9.090909090909091161e-02 2.610247044637442120e-38
1.363636363636363535e-01 1.233866959129759260e-38
1.818181818181818232e-01 3.403789950432841042e-37
2.272727272727272929e-01 1.601422332335877366e-38
2.727272727272727071e-01 1.595835025562096599e-38
3.181818181818181768e-01 3.483491940201913502e-37
3.636363636363636465e-01 1.235761714060360463e-38
4.090909090909091161e-01 2.593957253319846474e-38
4.545454545454545858e-01 6.264648441828668756e-38
5.000000000000000000e-01 1.137567506304286909e-38
5.454545454545454142e-01 6.125442626649199564e-38
5.909090909090909394e-01 2.625951980015255273e-38
6.363636363636363535e-01 1.231633397186922426e-38
6.818181818181818787e-01 3.325774724404707736e-37
7.272727272727272929e-01 1.606579821885531381e-38
7.727272727272727071e-01 1.589844666617702533e-38
8.181818181818182323e-01 3.564586638206330666e-37
8.636363636363636465e-01 1.237307733648942182e-38
9.090909090909091717e-01 2.577157086190148386e-38
9.545454545454545858e-01 6.333237110076140873e-38
1.000000000000000000e+00 1.137087848620329362e-38
1.045454545454545414e+00 6.055436709747863945e-38
1.090909090909090828e+00 2.640991917616506814e-38
1.136363636363636465e+00 1.229069490663131863e-38
1.181818181818181879e+00 3.249704632077313899e-37
1.227272727272727293e+00 1.611278297644340077e-38
1.272727272727272707e+00 1.583475811371524864e-38
1.318181818181818121e+00 3.646738854625428232e-37
1.363636363636363757e+00 1.238493539073830547e-38
1.409090909090909172e+00 2.559916041111129643e-38
1.454545454545454586e+00 6.400695176773963179e-38
1.500000000000000000e+00 1.136286249314062602e-38
1.545454545454545414e+00 5.985530162330814301e-38
1.590909090909091050e+00 2.655280291710803661e-38
1.636363636363636465e+00 1.226182287577722033e-38
1.681818181818181879e+00 3.175807585171449749e-37
1.727272727272727293e+00 1.615485862073194413e-38
1.772727272727272707e+00 1.576750986593913408e-38
1.818181818181818343e+00 3.729566549791753520e-37
1.863636363636363757e+00 1.239305981257812443e-38
1.909090909090909172e+00 2.542299244006067261e-38
1.954545454545454586e+00 6.466640410858317615e-38
2.000000000000000000e+00 1.135159399309125900e-38
2.045454545454545414e+00 5.915974633833009575e-38
2.090909090909090828e+00 2.668723252452740104e-38
2.136363636363636243e+00 1.222977440754415416e-38
2.181818181818181657e+00 3.104286095202810533e-37
2.227272727272727515e+00 1.619167593750054516e-38
2.272727272727272929e+00 1.569690831403546008e-38
2.318181818181818343e+00 3.812634799890471411e-37
2.363636363636363757e+00 1.239730082703391316e-38
2.409090909090909172e+00 2.524368001430439317e-38
2.454545454545454586e+00 6.530651977658613750e-38
2.500000000000000000e+00 1.133702555335630790e-38
2.545454545454545414e+00 5.847006175141958650e-38
2.590909090909090828e+00 2.681218689657229417e-38
2.636363636363636243e+00 1.219459194663423471e-38
2.681818181818182101e+00 3.035322217814260778e-37
2.727272727272727515e+00 1.622285162951405491e-38
2.772727272727272929e+00 1.562314202347075241e-38
2.818181818181818343e+00 3.895449388886505168e-37
2.863636363636363757e+00 1.239748836493149530e-38
2.909090909090909172e+00 2.506180306172862595e-38
2.954545454545454586e+00 6.592265334779026173e-38
3.000000000000000000e+00 1.131909424812176119e-38
3.045454545454545414e+00 5.778848361709611233e-38
3.090909090909090828e+00 2.692655119820052417e-38
3.136363636363636243e+00 1.215630338514615732e-38
3.181818181818182101e+00 2.969082451781766794e-37
3.227272727272727515e+00 1.624796375732019762e-38
3.272727272727272929e+00 1.554638243244464690e-38
3.318181818181818343e+00 3.977449956992393203e-37
3.363636363636363757e+00 1.239342956344445833e-38
3.409090909090909172e+00 2.487791304942249964e-38
3.454545454545454586e+00 6.650966591994041125e-38
3.500000000000000000e+00 1.129772011046409051e-38
3.545454545454545414e+00 5.711715373926506106e-38
3.590909090909090828e+00 2.702910411589845925e-38
3.636363636363636687e+00 1.211492123023157163e-38
3.681818181818182101e+00 2.905722675119275995e-37
3.727272727272727515e+00 1.626654634129434841e-38
3.772727272727272929e+00 1.546678419707912487e-38
3.818181818181818343e+00 4.058002618802144132e-37
3.863636363636363757e+00 1.238490570049969616e-38
3.909090909090909172e+00 2.469253736928497097e-38
3.954545454545454586e+00 6.706186262072220865e-38
4.000000000000000000e+00 1.127280413211778124e-38
4.045454545454545858e+00 5.645815101987928269e-38
4.090909090909090828e+00 2.711850321434427288e-38
4.136363636363636687e+00 1.207044136902808037e-38
4.181818181818181657e+00 2.845393221655645061e-37
4.227272727272727515e+00 1.627808297364762139e-38
4.272727272727272485e+00 1.538448516863932518e-38
4.318181818181818343e+00 4.136391937050080386e-37
4.363636363636363313e+00 1.237166846354991292e-38
4.409090909090909172e+00 2.450618351305842543e-38
4.454545454545455030e+00 6.757292327153338313e-38
4.500000000000000000e+00 1.124422573713409190e-38
4.545454545454545858e+00 5.581352353640567973e-38
4.590909090909090828e+00 2.719326804991650949e-38
4.636363636363636687e+00 1.202284137318719219e-38
4.681818181818181657e+00 2.788244231426361205e-37
4.727272727272727515e+00 1.628199925337899923e-38
4.772727272727272485e+00 1.529960597282330339e-38
4.818181818181818343e+00 4.211812107205494708e-37
4.863636363636364202e+00 1.235343542759804306e-38
4.909090909090909172e+00 2.431934311453548227e-38
4.954545454545455030e+00 6.803582542651395957e-38
5.000000000000000000e+00 1.121183963358792612e-38
5.045454545454545858e+00 5.518532253655021017e-38
5.090909090909090828e+00 2.725176064675723108e-38
5.136363636363636687e+00 1.197207826642238373e-38
5.181818181818181657e+00 2.734431444747329104e-37
5.227272727272727515e+00 1.627765381732291431e-38
5.272727272727272485e+00 1.521224914374273935e-38
5.318181818181818343e+00 4.283357169248726812e-37
5.363636363636364202e+00 1.232988458620441160e-38
5.409090909090909172e+00 2.413249593943926300e-38
5.454545454545455030e+00 6.844275902784903212e-38
5.500000000000000000e+00 1.117547191947808695e-38
5.545454545454545858e+00 5.457563945424766839e-38
5.590909090909090828e+00 2.729216286062130286e-38
5.636363636363636687e+00 1.191808565095711171e-38
5.681818181818181657e+00 2.684122665323507310e-37
5.727272727272727515e+00 1.626432768506328434e-38
5.772727272727272485e+00 1.512249774102305165e-38
5.818181818181818343e+00 4.350010025536853429e-37
5.863636363636364202e+00 1.230064773695341794e-38
5.909090909090909172e+00 2.394611390124789451e-38
5.954545454545455030e+00 6.878503197235780744e-38
6.000000000000000000e+00 1.113491528398600424e-38
6.045454545454545858e+00 5.398664728424299337e-38
